Average and SD of comm time
Data size : 262144
Repeat time : 100
# of process: 64

ave sd min max mode
process: 0
	node group: 0
	comm time
		  38 : 0.000947	0.000484	0.000390	0.003006	0.000789
		  39 : 0.001305	0.000938	0.000331	0.006467	0.000980
		  40 : 0.002340	0.002083	0.000436	0.010070	0.001457
		  41 : 0.001778	0.001421	0.000444	0.007299	0.001295
		  42 : 0.002360	0.002722	0.000292	0.010116	0.001014
		  43 : 0.001912	0.001774	0.000375	0.007993	0.001255
		  44 : 0.001386	0.001495	0.000236	0.010892	0.000919
		  45 : 0.002452	0.002799	0.000484	0.012722	0.001520
		  46 : 0.003540	0.003226	0.000378	0.010961	0.002289
		  47 : 0.001554	0.001492	0.000315	0.008141	0.000984
		  48 : 0.002451	0.002391	0.000353	0.011586	0.001524
		  49 : 0.003170	0.003401	0.000536	0.011527	0.001645
		  50 : 0.001266	0.000941	0.000396	0.007704	0.000972
		  51 : 0.001643	0.001944	0.000303	0.015908	0.000955
